MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,RoomsPerPerson,LogPopulation
-0.67994374,0.0048467712,-0.051775906,0.020205865,-0.0191872,-0.19266863,-0.14711952,-0.24756919,-0.04939726,0.0
2.3288634,0.1731337,-0.011412141,0.13951106,-0.08798467,0.1546349,0.45096663,0.0049176086,0.06634617,0.0
-0.23609337,-0.07411579,-0.056623176,0.021682361,0.048322476,0.115385786,-0.42357123,-0.34221938,0.045221426,0.0
-0.24489231,-0.0707196,0.00033306674,0.007838011,0.031395145,-0.3200949,0.3910594,-0.10487589,-0.07206921,0.0
-0.7224811,0.084500276,0.03896915,-0.07563083,-0.03396857,-0.38121453,0.3040883,-0.07618126,-0.0710914,0.0
0.31413072,0.17528757,-0.03541163,-0.04460714,-0.058291987,-0.13424282,0.33528915,-0.057408676,-0.09957348,0.0
-0.09487938,0.4260887,0.09469849,0.04597417,-0.26601568,0.89099365,-0.1362185,0.65395415,0.09020753,0.0
-0.06974123,0.0011128114,-0.015963266,-0.06643967,-0.0011554655,-0.2677041,0.23211613,-0.5070481,-0.028357692,0.0
0.8849469,0.060397744,0.012206355,0.061778907,-0.034504294,-0.2963333,0.009509057,0.50388783,0.048206385,0.0
-0.22585486,-0.10632203,-0.039695673,0.010906632,0.028152028,-0.11240839,0.09620969,-0.5590313,0.023293503,0.0
0.19027278,0.04857755,-0.03019677,0.043775707,0.011432654,-0.0021576965,0.033519182,0.5674285,0.056339357,0.0
-0.6991988,0.08818413,-0.05415694,0.046122156,0.007177571,-0.29210675,-0.27740332,0.40256536,-0.0965296,0.0
0.020484135,0.01283089,-0.02202833,-0.06762088,-0.06376302,-0.20980206,0.3239056,-0.24052417,-0.056967754,0.0
-0.75202376,0.029153606,0.118760765,0.027645698,0.005030491,0.14322306,-0.7790898,0.12758869,-0.06407032,0.0
-0.64085203,-0.24995053,-0.025956815,0.0044981455,0.0037977938,0.26608473,0.30039695,0.22836903,-0.043510284,0.0
-0.7864791,0.10252132,0.02506609,-0.11441354,-0.04069812,0.13018902,0.43655315,-0.513966,-0.08004266,0.0
0.7082741,-0.024496993,-0.0327541,0.047132067,-0.07491489,0.10777993,0.47710916,0.013131808,0.07144579,0.0
-0.7489554,0.101416685,0.2808724,0.14210157,0.054800317,0.63661724,0.45556757,0.06973792,-0.0928467,0.0
0.16555087,-0.14633861,-0.020513138,-0.012521973,0.06472359,-0.05763388,-0.61586815,0.5898822,-0.011619417,0.0
-0.22074221,0.0073764534,-0.038068283,0.03589633,0.018887764,-0.448702,0.4388651,-0.1583543,-0.10258336,0.0
0.11038122,0.07489554,-0.022906289,-0.08187411,-0.062571436,0.18326971,0.5481463,-0.09725456,0.03653229,0.0
-0.27805597,0.039138798,0.03394033,-0.004754962,0.0454324,-0.54975307,0.33915505,-0.06387862,-0.089838706,0.0
-0.7363988,0.026892606,-0.082377955,-0.007828591,-0.025446812,-0.13462767,-0.4049706,0.36182332,-0.043552242,0.0
-0.8112648,-0.018416021,-0.00012814594,-0.011337408,-0.0049629477,0.03505608,-0.8128401,0.53521657,-0.06383865,0.0
0.019471597,0.28211457,-0.0581684,-0.03112032,-0.00394825,0.38974884,0.74010044,-0.50260216,0.110746644,0.0
-0.46954942,-0.14409178,0.076136775,-0.020404734,0.01311793,0.48929968,0.5041237,-0.5110082,-0.046519767,0.0
0.622688,-0.011245338,-0.0011202446,-0.05734463,0.06257853,-0.26299328,0.2959025,0.0077796625,-0.026976263,0.0
0.2227951,-0.09449188,-0.017329914,0.006700376,-0.028090414,-0.021577803,-0.6810866,0.6461891,0.05554194,0.0
0.052867975,0.23786321,-0.08635471,0.05202779,-0.0005097252,-0.10835784,0.45994478,-0.044102583,0.07332828,0.0
-0.45113677,0.017548459,0.028804978,-0.0009911142,-0.005355445,-0.19372384,0.40073976,0.24062152,-0.09557687,0.0
-0.33194464,0.12222357,0.11371272,0.033990055,0.037128374,0.87773776,0.5701094,0.10593989,0.11866715,0.0
-0.5257291,0.0055366056,-0.08731277,0.07602299,-0.00513019,-0.28363276,-0.24744774,-0.36724177,-0.045497566,0.0
-0.59250313,0.15855825,-0.062320035,0.069938205,0.022959836,0.17834207,-0.81212753,0.39894435,0.023508886,0.0
-0.37150788,-0.14712796,0.10330969,-0.00047095833,-0.15233015,0.60155344,-0.09569302,0.5202188,0.013449801,0.0
-0.5273671,-0.025118154,0.11837116,0.019561175,0.10029291,-0.35184777,0.31389552,0.028375618,-0.06940698,0.0
-0.20733815,-0.050389703,-0.0043731946,-0.023898007,0.017073853,0.20364782,-0.7492288,0.08240858,0.045502435,0.0
-0.05691999,-0.042342104,-0.042064544,-0.03865811,0.008694892,-0.31260872,0.37358537,-0.51756173,-0.124325916,0.0
-0.06792262,0.24319854,0.048747234,-0.045354657,0.08245929,0.99750304,0.60421515,7.778968e-05,0.1404055,0.0
-0.5170679,0.029758722,0.13545212,-0.04397911,-0.02238548,-0.4131873,0.28914553,-0.013332285,-0.026779842,0.0
-0.49034724,-0.02918299,0.0080636,-0.0072714332,0.03163875,-0.14529933,0.116324924,0.52299523,-0.09640801,0.0
0.38800535,-0.15629864,0.048142318,-0.011456575,-0.0038056388,-0.052071385,0.5240867,-0.41791865,0.05692727,0.0
-0.6782537,0.002504793,-0.047502752,-0.008263202,0.049065668,-0.2546479,-0.16901441,-0.3073278,-0.05807867,0.0
-0.22625527,0.0003394131,-0.033414684,-0.13441741,-0.030793402,-0.13919649,0.4382719,-0.46338844,-0.083580464,0.0
-0.6320396,0.0009613934,-0.028185952,0.01331612,-0.012467792,-0.13051018,-0.5715832,0.05147517,-0.061121557,0.0
-0.5012883,0.027967203,-0.050222144,0.023100767,-0.06308967,-0.37309656,0.38995022,-0.07109848,-0.108131185,0.0
-0.16057448,0.005124303,0.031962615,-0.020153303,0.009182605,0.17226654,0.45190728,0.007770766,-0.052910347,0.0
-0.22545344,0.20168008,-0.0032768655,-0.0108524505,-0.020567048,-0.025432514,0.37424147,-0.11623216,-0.066074565,0.0
-0.7239044,0.124092296,0.092929475,-0.0102559775,-0.009736592,-0.22032732,0.38766962,-0.41425976,-0.07910136,0.0
-0.60688436,0.035164617,-0.085752755,-0.0033261122,0.0057310453,0.16479836,-0.9177787,0.07752088,0.04250005,0.0
-0.60054886,-0.048447974,-0.059644107,0.021486806,-0.0032639485,0.04056879,-1.0747534,0.52723753,-0.008159655,0.0
-0.0048986278,-0.0051274085,-0.027166782,-0.010674984,0.053431936,0.27848318,-1.1590265,0.17051418,0.13703777,0.0
-0.23397227,0.003335174,0.032793436,-0.00037992993,-0.04181088,-0.30852345,0.20893048,-0.41943,-0.02087455,0.0
0.19625089,0.04686638,-0.009279309,0.0021213754,0.056385864,-0.16104047,0.3712764,-0.04523058,-0.0778517,0.0
-0.530516,0.02375618,-0.0805654,-0.020965535,0.003521098,-0.07134219,-0.65007335,0.5794993,0.020009307,0.0
-0.2311323,0.021296136,0.013167915,-0.04383008,3.6181562e-05,-0.15741129,0.42534143,0.005372126,-0.10311904,0.0
0.008153358,-0.37797236,-0.013646149,0.07160017,0.057387024,0.37049112,0.46646485,-0.022848785,-0.007907786,0.0
1.5604955,-0.41228548,0.011596228,-0.021874232,0.09601699,-0.02439694,0.3215252,-0.35371077,0.09260006,0.0
-0.46740153,0.0059445924,-0.08872958,0.0051609203,0.012205824,0.12621598,-0.79607964,0.5581077,0.013321056,0.0
-0.5916692,-0.024167728,-0.050222326,0.026509589,-0.087765574,0.06198661,-0.88368493,0.41349277,0.046328545,0.0
-0.09976091,0.04413344,-0.02042304,0.035456315,0.027765699,-0.2876804,0.45532852,-0.052782584,-0.13827965,0.0
0.23283418,0.047299206,-0.021548698,-0.08614155,0.03216119,0.15261929,0.5139412,-0.20576654,0.042907663,0.0
1.7641494,0.16529389,-0.0027093044,0.034703754,-0.04209552,-0.19900008,0.2829148,-0.20773087,-0.026313396,0.0
0.54265803,0.114265464,-0.017030062,-0.03211852,-0.077231675,0.047053706,-0.12422319,0.6318462,-0.02315013,0.0
-0.5144388,0.014632314,-0.12689398,-0.033664763,0.021590177,0.07547341,-0.33246145,-0.4114172,0.018633964,0.0
1.7576684,-0.12275664,-0.02077536,-0.1316277,-0.009783099,0.109748945,-0.033829916,0.5465796,0.12723751,0.0
-0.16381072,-0.03279079,-0.019139484,-0.04834847,0.027362615,0.09387337,-0.81443715,0.14128055,-0.0012994398,0.0
0.6694357,-0.0989021,0.007367756,-0.0055477405,-0.0004368669,-0.037992194,-0.99792683,0.12044461,0.095486596,0.0
0.68042964,-0.16958842,-0.010002529,0.025633516,0.053893693,-0.08485384,-0.38446268,-0.4385283,-0.03705793,0.0
-0.049637206,0.4513657,0.062097084,-0.026285501,0.053436078,0.77597815,-0.17642134,0.7155105,0.06331469,0.0
0.27543586,-0.14845389,-0.015423222,0.016303873,0.042237576,-0.20253716,-0.26981187,-0.46994913,-0.062452465,0.0
0.022434026,-0.1139687,-0.03828024,-0.08787297,-0.030228272,-0.13807647,-0.3312203,-0.4011264,0.018442787,0.0
-0.41141212,-0.1489573,-0.022726076,-0.007042204,0.025755784,0.016438445,-0.10489527,-0.53526646,-0.046238445,0.0
0.8509945,0.33765107,0.0010346312,0.030101534,-0.05415075,0.06497713,-0.48812178,0.49322274,0.085764386,0.0
-0.0037431165,-0.014765147,-0.030958055,0.00048098515,0.10014635,-0.3875299,0.32761234,-0.18717495,-0.08761118,0.0
-0.5454571,0.006422829,0.03354013,-0.027755735,0.00764691,-0.079959795,0.3838051,-0.485458,-0.098685786,0.0
1.1183338,-0.009951941,-0.016846098,-0.047327865,0.046982482,0.052406188,0.480745,-0.016067065,0.12283552,0.0
-0.33211747,-0.33215335,-0.057812892,0.065020226,0.02713814,0.44057658,0.58978283,-0.44584948,0.11662882,0.0
-0.027162556,0.037426796,-0.032992337,-0.0058129076,-0.018663704,-0.06126321,0.4179324,-0.09952134,-0.0030334217,0.0
-0.5528475,0.28042808,0.20466788,-0.017305171,-0.019914253,0.9476274,0.63191456,-0.023638932,0.1380322,0.0
0.4639946,0.040906683,-0.021694412,-0.03678715,-0.03579839,0.080613226,0.50068104,-0.0042711142,0.052937817,0.0
1.1320426,-0.11357095,-5.4851538e-05,-0.020308817,0.011804448,-0.006456199,-0.52886766,0.33025157,0.1435415,0.0
-0.0071356194,0.2366055,-0.039660208,-0.04674077,-0.062138796,0.21548006,-0.09441616,0.48021725,0.023754481,0.0
-0.69084245,-0.002015785,-0.06467192,0.020658681,-0.021949925,-0.24255309,-0.30988413,-0.20061192,-0.06963367,0.0
0.45610225,-0.0021709646,0.004912206,-0.06758772,0.05267706,-0.35123265,0.32643142,0.08063941,-0.06952621,0.0
0.34238127,0.1380935,-0.015768746,-0.13597672,-0.088784836,0.53809494,-0.10363517,0.5937284,0.024320655,0.0
-0.53859407,-0.027909184,-0.060966153,0.0021765823,-0.016399475,-0.032804284,-0.8003257,0.027496107,-0.025449505,0.0
-0.12834589,0.097695775,0.068242155,0.15668902,0.102878116,0.9595745,0.5726492,0.10866061,0.19199497,0.0
-0.5626031,0.00291056,-0.07065397,-0.03637873,-0.016728427,-0.18358065,-0.26422504,-0.3512795,-0.051143624,0.0
1.9318483,0.09691534,-0.034624957,0.15420811,-0.117171794,0.12178063,-0.1045447,0.5997789,0.11531816,0.0
-0.23057453,-0.042290032,0.045295045,0.020086216,0.06707781,0.2365155,0.39202985,-0.13370864,-0.018363552,0.0
-0.36569574,-0.062369745,-0.08805182,0.21324396,-0.002742534,0.056003235,0.13899423,0.32877713,0.15791774,0.0
-0.5546445,0.12459778,0.0424832,-0.008393623,0.07257231,-0.2067924,0.38959497,0.16606714,-0.08313369,0.0
-0.15089414,0.027835885,-0.009433353,0.0021324363,0.03348339,-0.14155959,0.40212998,-0.11958714,-0.05337574,0.0
0.036091026,-0.031562652,0.014509898,-0.016847773,0.039852437,-0.0223457,-0.802208,0.16505618,0.06571632,0.0
-0.06790984,-0.1443563,0.00978432,-0.013911738,-0.026828777,0.11671795,0.42351377,-0.20024157,-0.042418286,0.0
0.05283715,-0.02191515,-0.041994635,0.112397544,-0.011969887,-0.20619062,0.0979249,0.49823064,-0.07404393,0.0
-0.3910152,0.16107646,-0.09265934,0.048138022,-0.05427352,-0.08416481,-1.1345435,0.5526692,0.054179106,0.0
0.7738368,-0.0672791,0.021899236,-0.020728007,-0.015458967,-0.20515332,-0.3718402,0.3903639,0.04187235,0.0
-0.2303721,0.020496903,-0.025771601,-0.020086845,0.1695632,-0.4162189,0.32096857,-0.18156326,-0.062205516,0.0
0.49379387,0.08450829,-0.029104419,-0.006838896,-0.01015968,-0.13089463,0.41721755,-0.14362459,-0.07351547,0.0
-0.6079539,-0.06325733,-0.035878133,-0.0018592963,-0.009316857,0.22424912,-0.6941125,0.12569936,-0.044830732,0.0
0.19193564,0.14142132,-0.02542922,-0.049972232,0.023111288,-0.3287281,0.3181248,-0.06951727,-0.13239178,0.0
-0.19356437,-0.0057317982,-0.0018743016,-0.017587757,-0.030154329,-0.1467482,-0.65666336,0.24372862,-0.09679776,0.0
-0.30550212,0.015810166,-0.023971288,-0.0057702754,0.043867413,-0.34069812,0.39930987,-0.099369735,-0.09829869,0.0
0.26476634,0.02095877,-0.031202871,-0.052313905,-0.0416858,0.20928168,-0.5452762,0.52435833,0.014817208,0.0
-0.64179105,0.007807319,-0.050813552,0.0146067785,-0.013909038,-0.032441523,-0.7031491,0.18493249,-0.020000966,0.0
0.09455626,0.108194456,-0.028075198,-0.0037037756,0.05841329,-0.03673715,0.38418746,-0.211857,0.037301708,0.0
-0.53986186,0.013052233,-0.09502029,0.026707295,0.017950134,0.15221955,-0.8571835,0.1564846,0.055218145,0.0
0.61613595,-0.5135962,0.010288179,0.015294329,0.06489576,0.12314013,0.39084318,-0.49688524,0.12908491,0.0
0.12376143,-0.18406847,-0.013410143,-0.035534013,0.06390886,0.34025717,0.42866617,0.02193905,0.019665765,0.0
-0.15156329,0.4313044,0.07302509,-0.030311752,-0.00035604497,0.9352432,0.5669935,0.044154845,0.16276638,0.0
-0.5261145,0.1471693,-0.036792584,0.12921856,0.06300779,0.71694434,0.81645125,-0.51924217,0.1388891,0.0
-0.05940571,-0.08543067,-0.05437106,0.09896791,0.05375057,0.04196356,0.5029826,0.22365336,0.13624988,0.0
-0.23072824,-0.09008946,-0.03632542,0.030919924,0.011342484,-0.08636047,0.42694312,-0.57815737,0.0067454027,0.0
-0.0028736512,0.14398792,-0.00038274,-0.061725575,0.00490051,-0.50571495,0.31707796,-0.15014444,-0.10003518,0.0
0.033625063,0.13668087,-0.004978893,-0.022302357,0.021162175,0.360647,0.5744397,-0.051038213,0.012004524,0.0
-0.17206822,-0.043454815,-0.022942716,-0.03223629,-0.019860622,-0.24562286,0.31956565,-0.3838368,-0.091266215,0.0
0.34862208,0.07604762,-0.027263537,0.044553176,-0.06664255,0.068712905,0.51777995,-0.063586205,-0.0055614333,0.0
0.44746912,0.028009115,-0.034862675,0.053434275,-0.09249538,0.17003919,-0.79088855,0.4586857,0.059379335,0.0
-0.6223818,0.002137604,-0.06796557,0.02092143,-0.02014741,-0.22664088,-0.31692374,-0.2767069,-0.06112638,0.0
0.2592567,-0.08586016,-0.01723666,-0.015106684,-0.050988093,-0.18008012,-0.4512202,0.17589843,-0.09565532,0.0
-0.54436505,-0.027557328,-0.13915706,0.1112175,0.009685781,0.036209982,0.24146843,-0.9234796,0.079355925,0.0
-0.4729425,-0.117016874,0.103973575,0.029570658,0.04220743,0.562711,0.48503673,0.015313644,-0.014532508,0.0
0.85993624,0.03948348,-0.021267703,-0.02726059,-0.015969548,-0.44076273,0.3220632,0.17406529,-0.1705913,0.0
1.1295847,-0.019558242,0.034198113,-0.020390838,0.025268007,-0.15052718,0.40178227,0.23911238,0.11854254,0.0
-0.008643738,0.009603892,-0.03435217,-0.009020628,-0.0018796776,-0.070436195,-0.41388533,0.44727057,0.0006481081,0.0
-0.58598965,-0.007206985,-0.03347625,-0.00058380363,-0.013412736,-0.14785485,0.16636321,-0.420852,-0.058746707,0.0
0.15708391,0.017237747,-0.02468135,-0.03444237,0.027384445,-0.41238484,0.35023046,-0.16326495,-0.11367268,0.0
1.0625144,0.32134613,-0.04310774,0.00812155,-0.0720829,0.18027003,-0.24912551,0.67868835,0.04071774,0.0
0.5170873,0.14110652,-0.031006057,-0.025878087,-0.06930546,0.13873675,-0.06581965,0.7023683,0.09080846,0.0
0.07517921,-0.021522027,-0.027213508,-0.12609787,-0.020452643,-0.1911495,0.46467802,-0.4388097,-0.056863327,0.0
-0.050395306,0.034082565,0.0007992703,-0.05044936,-0.05091126,-0.059726898,0.3911021,-0.17064884,-0.07907862,0.0
-0.38408804,0.005858398,0.03901032,-0.1492693,-0.053983632,-0.3989236,0.31813216,-0.062116947,-0.06979302,0.0
-0.298267,-0.02767439,-0.08213435,0.00016244271,0.049276818,-0.04920153,-0.61762995,0.32118633,-0.02558552,0.0
-0.5254643,-0.018361568,-0.03760337,-0.022677198,0.0034318021,-0.2101736,-0.26052558,-0.3357713,-0.06662337,0.0
0.42652804,0.03473989,-0.032281786,-0.011111102,-0.032570317,-0.13367067,-0.19394061,0.8034999,-0.0511195,0.0
0.014726401,0.14278805,0.009404033,-0.035052266,0.03059491,-0.5466937,0.31899986,-0.13664669,-0.110241555,0.0
0.32305536,-0.00968015,-0.03131238,-0.026245661,-0.04215358,0.1923682,-1.0704931,0.3498809,0.040646743,0.0
-0.24199675,-0.098862156,0.059002437,0.027787423,0.05144379,-0.045608435,0.39039433,0.0398346,-0.07917245,0.0
0.008246296,0.23709336,-0.05149199,0.03605455,-0.068528995,0.4611593,-0.5537495,0.5023348,0.06336424,0.0
-0.6413917,-0.022910036,-0.04915197,0.057908047,-0.021793097,-0.33395997,-0.18377766,-0.09470839,-0.09671654,0.0
0.08559106,-0.43106195,-0.03573166,0.24384294,0.022417698,0.55105215,-0.5822291,0.24820882,0.069450535,0.0
-0.34566146,-0.010652172,-0.06529071,0.0057823714,-0.012933701,0.021570504,-0.89249563,0.2433985,0.0055149808,0.0
-0.5689132,0.033719268,0.0708427,-0.035173524,-0.0034847884,-0.3799284,0.3403839,-0.037144262,-0.076398544,0.0
-0.81932914,-0.01287888,0.111045755,-0.05173059,-0.034743343,0.31438375,-0.38320142,0.39776114,-0.068237364,0.0
-0.17238991,0.05336021,0.03910889,-0.0020005852,-0.050339673,-0.26188633,0.37754393,-0.102248326,-0.10393056,0.0
-0.26381063,0.2863735,0.112051375,0.05086814,0.00091910583,1.0035623,0.5573263,-0.0011645737,0.13735867,0.0
-0.82849616,0.058258295,0.051698033,0.032246668,-0.017591665,-0.3730149,0.3361486,-0.024467604,-0.055888314,0.0
0.8165754,-0.048880666,-0.006427573,-0.029902378,0.019635092,-0.19055761,0.35022798,0.006863312,-0.006521746,0.0
-0.68702906,0.07878669,0.06699478,0.048829228,-0.019970562,-0.4397793,0.3129237,-0.059798483,-0.03631701,0.0
-0.54180014,-0.033959527,-0.058889966,-0.008506518,-0.008640221,-0.2057281,-0.15189575,0.6041884,-0.085272506,0.0
0.14672308,0.10252233,-0.026079992,0.060318515,-0.035707895,0.76032215,0.5591843,0.0009577234,0.09215374,0.0
-0.3012149,0.22795668,-0.1138054,0.042241182,-0.036715623,0.33437306,0.2541502,-0.68576384,0.048503485,0.0
0.006371179,-0.24001987,-0.016510032,0.037359226,0.050510284,0.12949654,0.39861688,0.14859478,-0.02666068,0.0
0.063273825,-0.005696351,-0.020588098,-0.038910657,0.023048317,-0.38043627,0.38117453,-0.18870528,-0.10561947,0.0
0.20976162,-0.14351518,-0.026164372,0.00048381783,0.037973575,-0.021680543,0.24740624,-0.38620377,0.0095788315,0.0
2.0758667,0.36166826,-0.0097572245,-0.0019994676,-0.030084552,-0.019614354,-0.3646608,0.4792076,0.062400788,0.0
-0.20160098,-0.27235514,0.039383758,0.057021726,0.02902044,0.48633367,-0.056958612,0.53596985,-0.02475689,0.0
1.1381508,-0.12033889,-0.006824014,-0.011331139,0.07390171,-0.21036687,-0.11450321,0.28538743,-0.0499011,0.0
-0.63830024,-0.011830732,-0.03856211,-0.045351833,0.0027040879,-0.25364608,-0.25990638,-0.28959793,-0.06851264,0.0
-0.08029153,0.25717127,-0.04266209,0.015010298,0.010709674,0.097206034,0.3809807,-0.1256572,0.0036702363,0.0
0.038609777,0.14620563,0.0030865616,0.027590271,0.026401173,-0.33708382,0.3923282,-0.1338498,-0.14191034,0.0
0.6971076,-0.11661173,0.010783075,0.043612182,0.019303394,-0.14414628,0.5053322,-0.46004942,0.070264794,0.0
-0.6402828,-0.026560219,-0.04036431,-0.016096557,0.021643192,-0.24858303,-0.21313621,-0.30447644,-0.06543732,0.0
0.040079687,-0.10670046,-0.025849141,-0.008910999,-0.018592333,-0.17604053,0.36867002,0.15789843,-0.006555783,0.0
-0.46204218,-0.029201038,-0.051829748,-0.027103681,0.044154868,0.21237262,-0.7311335,0.1365199,0.061567098,0.0
-0.18037114,0.070795506,0.0223463,-0.023175824,-0.019183634,-0.4195773,0.36243734,-0.13102877,-0.10316262,0.0
0.81253064,-0.26172176,-0.0065485127,-0.09289035,0.050185192,0.03879306,0.44707903,-0.52228385,0.10981244,0.0
-0.57107824,0.02706101,-0.059020925,0.0080297245,0.014723776,-0.3150963,-0.1245004,0.39120835,-0.07092287,0.0
0.24700195,-0.06595179,-0.0017523004,-0.015866213,-0.051316757,0.711882,0.136849,0.5369685,0.09167019,0.0
0.5638701,-0.32212383,-0.03210602,0.018677913,0.05282624,0.2697062,0.4539385,-0.16158104,0.110145584,0.0
0.60292166,-0.007854141,-0.009710444,0.013402324,0.084942214,-0.19746897,0.2960786,-0.43787715,0.004170765,0.0
0.027090624,0.03404098,-0.03590208,-0.0059892703,-0.0013515647,-0.122348584,0.47473958,-0.12300188,-0.034619164,0.0
0.17715448,-0.109127015,-0.02376376,-0.036810204,-0.0617347,-0.11228395,-0.09046845,0.59349686,-0.023137031,0.0
-0.4028839,0.2692129,0.17890434,-0.022091592,-0.051697463,0.42840293,-0.13745734,0.7866322,-0.03660359,0.0
-0.26428196,-0.020791557,-0.041695923,-0.00037578988,0.0041115745,0.14559385,-0.84883225,0.12171818,0.052003853,0.0
-0.17498516,-0.117792726,0.011390654,0.022056019,-0.020686567,0.4889582,0.42610052,0.074318096,0.06835363,0.0
0.689367,0.41614142,-0.040034626,0.045375824,-0.034853555,0.53795034,0.83408046,-0.4567394,0.14545639,0.0
-0.5937854,0.041906305,-0.065874405,0.0038300506,0.029281953,-0.14128233,0.12453771,0.5721281,-0.056546275,0.0
-0.02594222,-0.028431382,-0.026117695,-0.019592652,0.026534725,-0.02443652,0.4867585,-0.5573045,-0.02517996,0.0
-0.009608684,-0.0066468767,-0.0057411473,-0.034829095,0.016541628,-0.35006416,0.38231665,0.12025843,-0.08508228,0.0
-0.4919734,0.007331649,0.08905914,-0.0037981982,0.02818634,0.38903582,0.4289995,0.031882584,-0.050651237,0.0
